node1,node2
ABCD1,RRM2B
ABCD1,RRM2
ABCD1,SCD
ABCD1,SLC13A2
ABCD1,SLC13A3
ABCD1,SLC25A10
ABCD1,SLC25A11
ABCD1,SLC25A21
ABCD1,SLC7A9
ABCD1,SPTLC1
ABCD1,SPTLC2
ABCD1,TMLHE
ABCD1,TUBA8
ABCD1,UROD
ABCD1,XDH
ABCD2,ACAA1
ABCD2,ACOX1
ABCD2,EHHADH
ABCD2,HSD17B4
ABCD2,PHYH
ABCD2,TUBA8
ABCD3,ACAA1
ABCD3,ACOT2
ABCD3,ACOX3
ABCD3,EHHADH
ABCD3,HSD17B4
ABCD3,PHYH
ABCD4,ABCC1
ABCD4,MMACHC
ABCG1,ABCA1
ABCG1,ABCG5
ABCG1,ABCG8
ABCG1,APOA1
ABCG1,CAV3
ABCG1,FGF19
ABCG1,LDLR
ABCG1,MIR125A
ABCG1,MSR1
ABCG1,PLTP
ABCG1,PON1
ABCG2,ABCB1
ABCG2,ABCB5
ABCG2,ABCC1
ABCG2,AKR1A1
ABCG2,AKR1B10
ABCG2,AKR1B1
ABCG2,AKR1C3
ABCG2,AOX1
ABCG2,APEX1
ABCG2,ATP7A
ABCG2,CBR1
ABCG2,CBR3
ABCG2,CIAPIN1
ABCG2,FPGS
ABCG2,GSTA1
ABCG2,GSTA2
ABCG2,GSTA4
ABCG2,GSTM1
ABCG2,GSTM2
ABCG2,GSTM3
ABCG2,GSTP1
ABCG2,GSTT1
ABCG2,GSTZ1
ABCG2,KEAP1
ABCG2,MPO
ABCG2,MTHFR
ABCG2,MTR
ABCG2,PIK3C3
ABCG2,PIK3R4
ABCG2,PLPP1
ABCG2,POLR1H
ABCG2,PPP1R1B
ABCG2,RALBP1
ABCG2,RUNX3
ABCG2,SLC22A16
ABCG2,SLC22A1
ABCG2,SLC22A2
ABCG2,SLC22A3
ABCG2,SLCO1B3
ABCG2,TCN2
ABCG2,TP53
ABCG4,APOA1
ABCG4,LCAT
ABCG5,CES1
ABCG5,CYP11A1
ABCG5,CYP27A1
ABCG5,CYP3A4
ABCG5,CYP46A1
ABCG5,CYP7A1
ABCG5,FGFR4
ABCG5,LCAT
ABCG5,TMEM97
ABCG8,CES1
ABCG8,CYP11A1
ABCG8,CYP27A1
ABCG8,CYP3A4
ABCG8,CYP46A1
ABCG8,CYP7A1
ABCG8,FGFR4
ABCG8,LCAT
ABCG8,TMEM97
ABHD12,AQP10
ABHD12,AQP3
ABHD12,AQP7
ABHD12,AQP9
ABHD12,GK2
ABHD12,GK3
ABHD12,GK5
ABHD12,GK
ABHD12,PLD1
ABHD12,PLD2
ABHD12,PLD3
ABHD12,PLD4
ABHD12,PLD6
ABHD14B,AANAT
ABHD14B,ACAA1
ABHD14B,ACACA
ABHD14B,ACACB
ABHD14B,ACAT1
ABHD14B,ACAT2
ABHD14B,ACOT12
ABHD14B,CHAT
ABHD14B,CLYBL
ABHD14B,CPT1A
ABHD14B,CRAT
ABHD14B,DLAT
ABHD14B,F13A1
ABHD14B,F13B
ABHD14B,GCAT
ABHD14B,GNPNAT1
ABHD14B,HGSNAT
ABHD14B,HMGCS1
ABHD14B,HMGCS2
ABHD14B,JMJD7
ABHD14B,KAT2A
ABHD14B,LOXL1
ABHD14B,LOXL2
ABHD14B,LOXL3
ABHD14B,LOXL4
ABHD14B,LOX
ABHD14B,LPCAT1
ABHD14B,LPCAT2
ABHD14B,LRAT
ABHD14B,NAA20
ABHD14B,NAA25
ABHD14B,NAGS
ABHD14B,NAT1
ABHD14B,NAT2
ABHD14B,NAT8
ABHD14B,SAT1
ABHD14B,SAT2
ABHD14B,SLC33A1
ABHD14B,SULT1A1
ABHD14B,SULT1A2
ABHD14B,SULT1C4
ABHD14B,SULT4A1
ABHD14B,TGM1
ABHD14B,TGM2
ABHD14B,TGM3
ABHD14B,TGM4
ABHD14B,TGM5
ABHD14B,TGM6
ABHD14B,TGM7
ABHD5,AACS
ABHD5,ABHD14B
ABHD5,ACAA1
ABHD5,ACAA2
ABHD5,ACAT1
ABHD5,ACAT2
ABHD5,ACLY
ABHD5,ACSBG1
ABHD5,ACSBG2
ABHD5,ACSF3
ABHD5,ACSL1
ABHD5,ACSL3
ABHD5,ACSL6
ABHD5,ACSM1
ABHD5,ACSM3
ABHD5,ACSM4
ABHD5,ACSM5
ABHD5,ACSM6
ABHD5,ACSS1
ABHD5,ACSS2
ABHD5,ACSS3
ABHD5,ALDH1B1
ABHD5,ALDH3A1
ABHD5,ALDH3B1
ABHD5,ALDH3B2
ABHD5,ALDH6A1
ABHD5,BCKDHA
ABHD5,BCKDHB
ABHD5,CDS1
ABHD5,CDS2
ABHD5,CPT1A
ABHD5,CPT1B
ABHD5,CPT1C
ABHD5,CPT2
ABHD5,DBT
ABHD5,DHTKD1
ABHD5,DLD
ABHD5,HADHB
ABHD5,PCNA
ABHD5,PLPP1
ABHD5,PLPP2
ABHD5,PLPP3
ABHD5,PLPP4
ABHD5,PLPPR2
ABHD5,PLPPR3
ABHD5,PLPPR4
ABHD5,PROKR2
ABHD5,SCP2
ABHD5,SLC27A2
ABHD5,SLC27A4
ABHD5,SLC27A5
ABHD5,TMEM230
ABHD6,AQP10
ABHD6,AQP3
ABHD6,AQP7
ABHD6,AQP9
ABHD6,GK2
ABHD6,GK3
ABHD6,GK5
ABHD6,GK
ABHD6,PLD1
ABHD6,PLD2
ABHD6,PLD3
ABHD6,PLD4
ABHD6,PLD6
ABL1,F2
ABL1,FCER1A
ABL1,GJA1
ABL1,HDC
ABL1,INS
ABL1,OAS1
ABL1,PANX1
ABL1,SLC22A3
ABL1,SLC29A4
ABL1,TAC1
ABL1,UCP2
ABO,A4GALT
ABO,AK3
ABO,ALG13
ABO,ALG14
ABO,ALG5
ABO,B3GALNT1
ABO,B3GALT1
ABO,B3GALT2
ABO,B3GALT4
ABO,B3GALT5
ABO,B3GALT6
ABO,B3GLCT
ABO,B3GNT3
ABO,B3GNT5
ABO,B3GNT6
ABO,B4GALNT1
ABO,B4GALT1
ABO,B4GALT2
ABO,B4GALT3
ABO,B4GALT4
ABO,B4GALT5
ABO,B4GALT6
ABO,B4GALT7
ABO,B4GAT1
ABO,C1GALT1
ABO,CHPF2
ABO,CHSY1
ABO,CSGALNACT2
ABO,DPM2
ABO,ENTPD3
ABO,ENTPD4
ABO,ENTPD5
ABO,EXT1
ABO,EXTL1
ABO,EXTL3
ABO,FUT1
ABO,FUT2
ABO,FUT3
ABO,FUT4
ABO,FUT5
ABO,FUT9
ABO,GALC
ABO,GALNT4
ABO,GBGT1
ABO,GCNT1
ABO,GCNT3
ABO,GCNT4
ABO,GLB1
ABO,GXYLT1
ABO,LFNG
ABO,MGAT1
ABO,MGAT2
ABO,MGAT3
ABO,MGAT4B
ABO,MGAT4C
ABO,MGAT5B
ABO,MGAT5
ABO,NAGA
ABO,NME1
ABO,NME2P1
ABO,NME2
ABO,NME3
ABO,NME4
ABO,NME5
ABO,NME6
ABO,NME7
ABO,OGT
ABO,PFKP
ABO,PIGA
ABO,PIGC
ABO,PIGH
ABO,PIGP
ABO,PIGQ
ABO,PIGY
ABO,PLOD3
ABO,PNPT1
ABO,POGLUT1
ABO,POMGNT1
ABO,RRM1
ABO,RRM2B
ABO,RRM2
ABO,ST3GAL3
ABO,ST3GAL4
ABO,ST3GAL6
ABO,UGCG
ABO,UGT1A10
ABO,UGT1A1
ABO,UGT1A3
ABO,UGT1A4
ABO,UGT1A5
ABO,UGT1A6
ABO,UGT1A7
ABO,UGT1A8
ABO,UGT1A9
ABO,UGT2A1
ABO,UGT2A2
ABO,UGT2A3
ABO,UGT2B10
ABO,UGT2B11
ABO,UGT2B15
ABO,UGT2B17
ABO,UGT2B28
ABO,UGT2B4
ABO,UGT2B7
ABO,UGT8
ABTB2,AQP8
ABTB2,ATP6V0A1
ABTB2,ATP6V0A2
ABTB2,ATP6V0A4
ABTB2,ATP6V0B
ABTB2,ATP6V0C
ABTB2,ATP6V0D1
ABTB2,ATP6V0D2
ABTB2,ATP6V0E1
ABTB2,ATP6V1A
ABTB2,ATP6V1B1
ABTB2,ATP6V1B2
ABTB2,ATP6V1C1
ABTB2,ATP6V1C2
ABTB2,ATP6V1D
ABTB2,ATP6V1E1
ABTB2,ATP6V1E2
ABTB2,ATP6V1F
ABTB2,ATP6V1G1
ABTB2,ATP6V1G2
ABTB2,ATP6V1G3
ABTB2,ATP6V1H
ABTB2,CA12
ABTB2,CA13
ABTB2,CA1
ABTB2,CA2
ABTB2,CA3
ABTB2,CA4
ABTB2,CA7
ABTB2,CA9
ABTB2,GNE
ABTB2,ITPA
ABTB2,SLC5A1
ABTB2,TCIRG1
ACAA1,AACS
ACAA1,AANAT
ACAA1,AASDHPPT
ACAA1,ABCD1
ACAA1,ABHD14B
ACAA1,ACAA2
ACAA1,ACACA
ACAA1,ACACB
ACAA1,ACAT1
ACAA1,ACAT2
ACAA1,ACLY
ACAA1,ACOT12
ACAA1,ACOT2
ACAA1,ACOT4
ACAA1,ACOT7
ACAA1,ACOT8
ACAA1,ACOT9
ACAA1,ACOX1
ACAA1,ACOX2
ACAA1,ACOX3
ACAA1,ACSBG1
ACAA1,ACSBG2
ACAA1,ACSF3
ACAA1,ACSL1
ACAA1,ACSL3
ACAA1,ACSL4
ACAA1,ACSL5
ACAA1,ACSL6
ACAA1,ACSM1
ACAA1,ACSM3
ACAA1,ACSM4
ACAA1,ACSM5
ACAA1,ACSM6
ACAA1,ACSS1
ACAA1,ACSS2
ACAA1,ACSS3
ACAA1,AKR1B10
ACAA1,ALAS1
ACAA1,ALAS2
ACAA1,ALDH1B1
ACAA1,ALDH2
ACAA1,ALDH3A1
ACAA1,ALDH3A2
ACAA1,ALDH3B1
ACAA1,ALDH3B2
ACAA1,ALDH6A1
ACAA1,ALDH7A1
ACAA1,ALDH9A1
ACAA1,ALDOB
ACAA1,ALDOC
ACAA1,AMACR
ACAA1,ASAH1
ACAA1,AUH
ACAA1,AWAT2
ACAA1,BAAT
ACAA1,BCKDHA
ACAA1,BCKDHB
ACAA1,CAT
ACAA1,CERS1
ACAA1,CES5A
ACAA1,CFAP410
ACAA1,CHAT
ACAA1,CLYBL
ACAA1,COASY
ACAA1,CPT1A
ACAA1,CPT1B
ACAA1,CPT1C
ACAA1,CPT2
ACAA1,CRAT
ACAA1,CROT
ACAA1,DBT
ACAA1,DECR2
ACAA1,DHTKD1
ACAA1,DLAT
ACAA1,DLD
ACAA1,DLST
ACAA1,ECHS1
ACAA1,ECI2
ACAA1,ELOVL6
ACAA1,ENTPD1
ACAA1,ENTPD3
ACAA1,ENTPD8
ACAA1,GCAT
ACAA1,GCDH
ACAA1,GNPNAT1
ACAA1,GPAT3
ACAA1,HADHA
ACAA1,HADHB
ACAA1,HADH
ACAA1,HGSNAT
ACAA1,HIBCH
ACAA1,HMGCS1
ACAA1,HMGCS2
ACAA1,HSD17B10
ACAA1,HSD17B4
ACAA1,IDH1
ACAA1,IDH2
ACAA1,JMJD7-PLA2G4B
ACAA1,LEFTY1
ACAA1,LPCAT1
ACAA1,LPCAT2
ACAA1,LPCAT4
ACAA1,LRAT
ACAA1,MARK1
ACAA1,MECR
ACAA1,MSMO1
ACAA1,NAA20
ACAA1,NAA25
ACAA1,NAGS
ACAA1,NAT1
ACAA1,NAT2
ACAA1,NAT8
ACAA1,OGDHL
ACAA1,OGDH
ACAA1,OLAH
ACAA1,PAFAH2
ACAA1,PDHB
ACAA1,PECR
ACAA1,PFKL
ACAA1,PFKM
ACAA1,PFKP
ACAA1,PIGW
ACAA1,PLA2G10
ACAA1,PLA2G12A
ACAA1,PLA2G12B
ACAA1,PLA2G1B
ACAA1,PLA2G2A
ACAA1,PLA2G2C
ACAA1,PLA2G2D
ACAA1,PLA2G2E
ACAA1,PLA2G2F
ACAA1,PLA2G3
ACAA1,PLA2G4A
ACAA1,PLA2G4B
ACAA1,PLA2G4E
ACAA1,PLA2G5
ACAA1,PLA2G6
ACAA1,PLB1
ACAA1,PPCDC
ACAA1,PPT1
ACAA1,PYCR1
ACAA1,PYCR2
ACAA1,PYCR3
ACAA1,SAT1
ACAA1,SAT2
ACAA1,SCP2
ACAA1,SLC27A2
ACAA1,SLC27A4
ACAA1,SLC27A5
ACAA1,SLC33A1
ACAA1,SOAT1
ACAA1,SPTLC1
ACAA1,SUCLA2
ACAA1,SUCLG1
ACAA1,SUCLG2
ACAA1,TUBA8
ACAA1,VNN1
ACAA1,VNN2
ACAA1,VNN3P
ACAA2,AACS
ACAA2,AANAT
ACAA2,AASDHPPT
ACAA2,ACAA1
ACAA2,ACACA
ACAA2,ACACB
ACAA2,ACAD10
ACAA2,ACAD11
ACAA2,ACAD8
ACAA2,ACAD9
ACAA2,ACADL
ACAA2,ACADM
ACAA2,ACADSB
ACAA2,ACADS
ACAA2,ACADVL
ACAA2,ACAT1
ACAA2,ACAT2
ACAA2,ACOT12
ACAA2,ACOT2
ACAA2,ACOT7
ACAA2,ACOT8
ACAA2,ACOT9
ACAA2,ACOX1
ACAA2,ACOX2
ACAA2,ACOX3
ACAA2,ACSF2
ACAA2,ACSF3
ACAA2,ACSL1
ACAA2,ACSL3
ACAA2,ACSL4
ACAA2,ACSL5
ACAA2,ACSM1
ACAA2,ACSM2A
ACAA2,ACSM2B
ACAA2,ACSM4
ACAA2,ACSM5
ACAA2,ACSS1
ACAA2,ACSS2
ACAA2,ACSS3
ACAA2,ADH1A
ACAA2,ADH1B
ACAA2,ADH1C
ACAA2,ADH4
ACAA2,ADH5
ACAA2,ADH6
ACAA2,ADH7
ACAA2,AGPAT4
ACAA2,AKR1B10
ACAA2,ALAS1
ACAA2,ALAS2
ACAA2,ALDH1B1
ACAA2,ALDH2
ACAA2,ALDH3A2
ACAA2,ALDH6A1
ACAA2,ALDH7A1
ACAA2,ALDH9A1
ACAA2,AMACR
ACAA2,ASAH1
ACAA2,AUH
ACAA2,AWAT2
ACAA2,BAAT
ACAA2,BCKDHA
ACAA2,BCKDHB
ACAA2,CERS1
ACAA2,CES5A
ACAA2,CFAP410
ACAA2,CHAT
ACAA2,CLYBL
ACAA2,COASY
ACAA2,CPT1A
ACAA2,CPT1B
ACAA2,CPT1C
ACAA2,CPT2
ACAA2,CRAT
ACAA2,CS
ACAA2,DBI
ACAA2,DBT
ACAA2,DHTKD1
ACAA2,DLAT
ACAA2,DLD
ACAA2,DLST
ACAA2,ECHS1
ACAA2,ECI1
ACAA2,ECI2
ACAA2,EGFR
ACAA2,ELOVL2
ACAA2,ELOVL5
ACAA2,ELOVL6
ACAA2,ENPP1
ACAA2,ENTPD1
ACAA2,ENTPD3
ACAA2,ENTPD8
ACAA2,ESCO1
ACAA2,ESCO2
ACAA2,GCAT
ACAA2,GCDH
ACAA2,GLYAT
ACAA2,GMPS
ACAA2,GNPNAT1
ACAA2,GPAT3
ACAA2,HADHA
ACAA2,HADHB
ACAA2,HADH
ACAA2,HGSNAT
ACAA2,HIBCH
ACAA2,HMGCS1
ACAA2,HMGCS2
ACAA2,HSD17B10
ACAA2,HSD17B4
ACAA2,HYAL3
ACAA2,JMJD7-PLA2G4B
ACAA2,KGD4
ACAA2,LEFTY1
ACAA2,LPCAT1
ACAA2,LPCAT2
ACAA2,LPCAT4
ACAA2,LPGAT1
ACAA2,LRAT
ACAA2,MARK1
ACAA2,MBOAT2
ACAA2,MBOAT7
ACAA2,MCAT
ACAA2,MCCC1
ACAA2,MCCC2
ACAA2,MECR
ACAA2,MSMO1
ACAA2,MYO5B
ACAA2,NAA20
ACAA2,NAA25
ACAA2,NAGS
ACAA2,NAT1
ACAA2,NAT2
ACAA2,NAT8
ACAA2,NUDT8
ACAA2,OGDHL
ACAA2,OGDH
ACAA2,OLAH
ACAA2,OXSM
ACAA2,PAFAH2
ACAA2,PANK1
ACAA2,PANK2
ACAA2,PANK3
ACAA2,PANK4
ACAA2,PCCA
ACAA2,PCCB
ACAA2,PDHA1
ACAA2,PDHA2
ACAA2,PDHB
ACAA2,PDHX
ACAA2,PECR
ACAA2,PFKL
ACAA2,PFKM
ACAA2,PFKP
ACAA2,PIGW
ACAA2,PLA2G10
ACAA2,PLA2G12A
ACAA2,PLA2G12B
ACAA2,PLA2G1B
ACAA2,PLA2G2A
ACAA2,PLA2G2C
ACAA2,PLA2G2D
ACAA2,PLA2G2E
ACAA2,PLA2G2F
ACAA2,PLA2G3
ACAA2,PLA2G4A
ACAA2,PLA2G4B
ACAA2,PLA2G4E
ACAA2,PLA2G5
ACAA2,PLA2G6
ACAA2,PLB1
ACAA2,PNPLA3
ACAA2,PPCDC
ACAA2,PPT1
ACAA2,PYCR1
ACAA2,PYCR2
ACAA2,PYCR3
ACAA2,SAT1
ACAA2,SAT2
ACAA2,SCD5
ACAA2,SCD
ACAA2,SCP2
ACAA2,SDS
ACAA2,SLC25A16
ACAA2,SLC27A2
ACAA2,SLC27A3
ACAA2,SLC27A5
ACAA2,SLC33A1
ACAA2,SOAT1
ACAA2,SPR
ACAA2,SPTLC1
ACAA2,SUCLA2
ACAA2,SUCLG1
ACAA2,SUCLG2
ACAA2,TAFAZZIN
ACAA2,TDH
ACAA2,TUBA8
ACAA2,VNN1
ACAA2,VNN2
ACAA2,VNN3P
ACACA,AANAT
ACACA,ACAA1
ACACA,ACAA2
ACACA,ACAT1
ACACA,ACOT12
ACACA,ACSM5
ACACA,ACSS2
ACACA,AK3
ACACA,AKR1B10
ACACA,ALDH6A1
ACACA,CAD
ACACA,CHAT
ACACA,CPT1A
ACACA,CPT1B
ACACA,CPT1C
ACACA,CPT2
ACACA,DLAT
ACACA,ELOVL1
ACACA,ELOVL2
ACACA,ELOVL3
ACACA,ELOVL4
ACACA,ELOVL5
ACACA,ELOVL6
ACACA,ELOVL7
ACACA,FASN
ACACA,GAPDH
ACACA,GCAT
ACACA,GNPNAT1
ACACA,HGSNAT
ACACA,HLCS
ACACA,ITPK1
ACACA,LPCAT2
ACACA,MCCC2
ACACA,MLYCD
ACACA,NAGS
ACACA,NAT1
ACACA,NAT2
ACACA,NME6
ACACA,PAFAH2
ACACA,PCCA
ACACA,PC
ACACA,PDHB
ACACA,PIK3CA
ACACA,SAT2
ACACB,CPT1A
ACACB,CPT1B
ACACB,CPT1C
ACACB,CPT2
ACACB,ELOVL1
ACACB,ELOVL2
ACACB,ELOVL4
ACACB,ELOVL5
ACACB,ELOVL6
ACACB,ELOVL7
ACACB,FASN
ACACB,MCAT
ACACB,MLYCD
ACACB,SPR
ACAD10,AUH
ACAD10,ECHDC2
ACAD10,ECHS1
ACAD10,ENTPD1
ACAD10,ENTPD3
ACAD10,ENTPD8
ACAD10,HADHB
ACAD11,AUH
ACAD11,ECHDC2
ACAD11,ECHS1
ACAD11,ENTPD1
ACAD11,ENTPD3
ACAD11,ENTPD8
ACAD11,HADHB
ACAD8,ACADL
ACAD8,ACADM
ACAD8,ACADSB
ACAD8,ACADS
ACAD8,ACOX2
ACAD8,AK5
ACAD8,AKR1D1
ACAD8,AUH
ACAD8,CH25H
ACAD8,CMPK1
ACAD8,CYP17A1
ACAD8,CYP21A2
ACAD8,DEGS1
ACAD8,ECHDC2
ACAD8,ECHS1
ACAD8,ENTPD1
ACAD8,ENTPD3
ACAD8,ENTPD8
ACAD8,FADS2
ACAD8,GUSB
ACAD8,HADHB
ACAD8,NME1
ACAD8,NME2
ACAD8,NME3
ACAD8,NME6
ACAD8,NT5C2
ACAD8,RETSAT
ACAD8,SCD5
ACAD8,SCLY
ACAD8,SDHA
ACAD8,SLC25A19
ACAD8,SRD5A3
ACAD9,AK5
ACAD9,AUH
ACAD9,CMPK1
ACAD9,ECHDC2
ACAD9,ECHS1
ACAD9,ENTPD1
ACAD9,ENTPD3
ACAD9,ENTPD8
ACAD9,HADHB
ACAD9,NME1
ACAD9,NME2
ACAD9,NME3
ACAD9,NME6
ACAD9,NT5C2
ACAD9,SLC25A19
ACADL,ACAA2
ACADL,ACAD10
ACADL,ACAD11
ACADL,ACAD8
ACADL,ACAD9
ACADL,ACADM
ACADL,ACADSB
ACADL,ACADS
ACADL,ACADVL
ACADL,ACAT1
ACADL,ACOT2
ACADL,ACOX1
ACADL,ACOX3
ACADL,ACSL1
ACADL,ACSL3
ACADL,ACSL4
ACADL,ACSL5
ACADL,ADH1A
ACADL,ADH1B
ACADL,ADH1C
ACADL,ADH4
ACADL,ADH5
ACADL,ADH6
ACADL,ADH7
ACADL,AK5
ACADL,AMACR
ACADL,AWAT2
ACADL,BAAT
ACADL,CHDH
ACADL,CMPK1
ACADL,CPT1A
ACADL,CPT1B
ACADL,CPT1C
ACADL,CPT2
ACADL,CS
ACADL,DMGDH
ACADL,ECHS1
ACADL,ECI1
ACADL,ECI2
ACADL,ENPP1
ACADL,GCDH
ACADL,GPD2
ACADL,HADHA
ACADL,HADHB
ACADL,HADH
ACADL,HMGCS2
ACADL,HSD17B10
ACADL,HSD17B4
ACADL,IVD
ACADL,MCCC2
ACADL,MECR
ACADL,NAGS
ACADL,NAT8L
ACADL,NME1
ACADL,NME2
ACADL,NME3
ACADL,NME6
ACADL,NT5C2
ACADL,PIGW
ACADL,PIPOX
ACADL,PPT1
ACADL,PRODH2
ACADL,PRODH
ACADL,SARDH
ACADL,SDHA
ACADL,SDHB
ACADL,SDHC
ACADL,SDHD
ACADL,SLC25A19
ACADL,SPTLC1
ACADL,TUBA8
ACADM,ACAA1
ACADM,ACAA2
ACADM,ACACB
ACADM,ACAD10
ACADM,ACAD11
ACADM,ACAD8
ACADM,ACAD9
ACADM,ACADL
ACADM,ACADSB
ACADM,ACADS
ACADM,ACADVL
ACADM,ACAT1
ACADM,ACOT2
ACADM,ACOT7
ACADM,ACOX1
ACADM,ACOX2
ACADM,ACOX3
ACADM,ACSL1
ACADM,ACSL3
ACADM,ACSL4
ACADM,ACSL5
ACADM,ACSM5
ACADM,ACSS1
ACADM,ACSS3
ACADM,ADH1A
ACADM,ADH1B
ACADM,ADH1C
ACADM,ADH4
ACADM,ADH5
ACADM,ADH6
ACADM,ADH7
ACADM,AGPAT4
ACADM,AK5
ACADM,AKR1D1
ACADM,ALDH1B1
ACADM,ALDH2
ACADM,ALDH3A2
ACADM,ALDH7A1
ACADM,ALDH9A1
ACADM,AMACR
ACADM,AOC1
ACADM,AUH
ACADM,AWAT2
ACADM,BAAT
ACADM,BCKDHA
ACADM,BCKDHB
ACADM,CAT
ACADM,CH25H
ACADM,CHDH
ACADM,CMPK1
ACADM,COASY
ACADM,CPT1A
ACADM,CPT1B
ACADM,CPT1C
ACADM,CPT2
ACADM,CRAT
ACADM,CS
ACADM,CYP17A1
ACADM,CYP21A2
ACADM,DBI
ACADM,DECR1
ACADM,DEGS1
ACADM,DLD
ACADM,DMGDH
ACADM,ECHDC2
ACADM,ECHS1
ACADM,ECI1
ACADM,EGFR
ACADM,ELOVL2
ACADM,ELOVL5
ACADM,ELOVL6
ACADM,ENPP1
ACADM,ENTPD1
ACADM,ENTPD3
ACADM,ENTPD8
ACADM,ESCO1
ACADM,ESCO2
ACADM,FADS2
ACADM,GCAT
ACADM,GCDH
ACADM,GLYAT
ACADM,GPD2
ACADM,GPX4
ACADM,GUSB
ACADM,HADHA
ACADM,HADHB
ACADM,HADH
ACADM,HMGCS2
ACADM,HSD17B4
ACADM,HYAL3
ACADM,IVD
ACADM,LPGAT1
ACADM,MBOAT2
ACADM,MBOAT7
ACADM,MCCC1
ACADM,MCCC2
ACADM,MECR
ACADM,MYO5B
ACADM,NAGS
ACADM,NME1
ACADM,NME2
ACADM,NME3
ACADM,NME6
ACADM,NT5C2
ACADM,OXSM
ACADM,PANK1
ACADM,PANK2
ACADM,PANK3
ACADM,PANK4
ACADM,PCCA
ACADM,PCCB
ACADM,PIGW
ACADM,PIPOX
ACADM,PNPLA3
ACADM,PPT1
ACADM,PRDX3
ACADM,PRODH2
ACADM,PRODH
ACADM,RETSAT
ACADM,SARDH
ACADM,SCD5
ACADM,SCLY
ACADM,SCP2
ACADM,SDHA
ACADM,SDHB
ACADM,SDHC
ACADM,SDHD
ACADM,SDS
ACADM,SLC25A19
ACADM,SLC33A1
ACADM,SPTLC1
ACADM,SRD5A3
ACADM,TAFAZZIN
ACADM,TUBA8
ACADS,ACAA1
ACADS,ACAA2
ACADS,ACACB
ACADS,ACAD10
ACADS,ACAD11
ACADS,ACAD8
ACADS,ACAD9
ACADS,ACADL
ACADS,ACADM
ACADS,ACADSB
ACADS,ACADVL
ACADS,ACAT1
ACADS,ACOT2
ACADS,ACOT7
ACADS,ACOX1
ACADS,ACOX2
ACADS,ACOX3
ACADS,ACSM5
ACADS,ADH1A
ACADS,ADH1B
ACADS,ADH1C
ACADS,ADH4
ACADS,ADH5
ACADS,ADH6
ACADS,ADH7
ACADS,AKR1D1
ACADS,AOC1
ACADS,AUH
ACADSB,ACAA2
ACADSB,ACAD10
ACADSB,ACAD11
ACADSB,ACAD8
ACADSB,ACAD9
ACADSB,ACADL
ACADSB,ACADM
ACADSB,ACADS
ACADSB,ACADVL
ACADSB,ACAT1
ACADSB,ACOX1
ACADSB,ACOX2
ACADSB,ACOX3
ACADSB,ACSL1
ACADSB,ACSL3
ACADSB,ACSL4
ACADSB,ACSL5
ACADSB,ACSM5
ACADSB,ADH1A
ACADSB,ADH1B
ACADSB,ADH1C
ACADSB,ADH4
ACADSB,ADH5
ACADSB,ADH6
ACADSB,ADH7
ACADSB,AKR1D1
ACADSB,AMACR
ACADSB,AUH
ACADSB,CH25H
ACADSB,CHDH
ACADS,BCKDHA
ACADS,BCKDHB
ACADSB,CYP17A1
ACADSB,CYP21A2
ACADSB,DBI
ACADSB,DEGS1
ACADSB,DMGDH
ACADSB,ECHDC2
ACADSB,ECHS1
ACADSB,ENPP1
ACADSB,ENTPD1
ACADSB,ENTPD3
ACADSB,ENTPD8
ACADSB,FADS2
ACADSB,GCDH
ACADSB,GPD2
ACADSB,GUSB
ACADSB,HADHB
ACADSB,HADH
ACADSB,IVD
ACADSB,MCCC1
ACADSB,MCCC2
ACADSB,MECR
ACADSB,PIPOX
ACADSB,PRODH2
ACADSB,PRODH
ACADSB,RETSAT
ACADSB,SARDH
ACADSB,SCD5
ACADSB,SCLY
ACADSB,SDHA
ACADSB,SDHB
ACADSB,SDHC
ACADSB,SDHD
ACADSB,SRD5A3
ACADSB,TUBA8
ACADS,CAT
ACADS,CH25H
ACADS,COASY
ACADS,CRAT
ACADS,CS
ACADS,CYP17A1
ACADS,CYP21A2
ACADS,DEGS1
ACADS,DLD
ACADS,ECHDC2
ACADS,ECHS1
ACADS,ENPP1
ACADS,ENTPD1
ACADS,ENTPD3
ACADS,ENTPD8
ACADS,FADS2
ACADS,GCAT
ACADS,GCDH
ACADS,GLYAT
ACADS,GPD2
ACADS,GPX4
ACADS,GUSB
ACADS,HADHB
ACADS,HADH
ACADS,HMGCS2
ACADS,IVD
ACADS,MECR
ACADS,MYO5B
ACADS,NAGS
ACADS,PANK1
ACADS,PANK2
ACADS,PANK3
ACADS,PANK4
ACADS,PCCA
ACADS,PCCB
ACADS,PIPOX
ACADS,PRDX3
ACADS,PRODH2
ACADS,RETSAT
ACADS,SCD5
ACADS,SCLY
ACADS,SCP2
ACADS,SDHA
ACADS,SDS
ACADS,SRD5A3
ACADVL,ACAA2
ACADVL,ACACB
ACADVL,ACADL
ACADVL,ACADM
ACADVL,ACADSB
ACADVL,ACADS
ACADVL,ACAT1
ACADVL,ACOT2
ACADVL,ACOX1
ACADVL,ACOX3
ACADVL,ACSL4
ACADVL,ADH1A
ACADVL,ADH1B
ACADVL,ADH1C
ACADVL,ADH4
ACADVL,ADH5
ACADVL,ADH6
ACADVL,ADH7
ACADVL,AK5
ACADVL,AWAT2
ACADVL,BAAT
ACADVL,CMPK1
ACADVL,CPT1A
